task_id,repository_folder,model,run_name,prompt_version,exact_name_match,substring_name_match,name_token_f1,description_token_f1,parse_error,runtime_error,pred_use_case_name,gold_use_case_name
usecase_v1_0096,knowledgefactory4u__librarymanagementsystem,qwen3:4b,user_goal_v4_scale_family,user_goal_v4,0,0,0.2,0.4545,,,View admin login page,Sign in to library admin panel
usecase_v1_0097,knowledgefactory4u__librarymanagementsystem,qwen3:4b,user_goal_v4_scale_family,user_goal_v4,0,0,0.6667,0.3529,,,List books,List and paginate books
usecase_v1_0098,knowledgefactory4u__librarymanagementsystem,qwen3:4b,user_goal_v4_scale_family,user_goal_v4,1,1,1.0,1.0,,,Search books,Search books
usecase_v1_0099,knowledgefactory4u__librarymanagementsystem,qwen3:4b,user_goal_v4_scale_family,user_goal_v4,1,1,1.0,0.5,,,Create book,Create book
usecase_v1_0100,knowledgefactory4u__librarymanagementsystem,qwen3:4b,user_goal_v4_scale_family,user_goal_v4,1,1,1.0,0.625,,,Update book,Update book
usecase_v1_0101,knowledgefactory4u__librarymanagementsystem,qwen3:4b,user_goal_v4_scale_family,user_goal_v4,0,0,0.5,0.4,,,Remove book,Delete book
usecase_v1_0102,knowledgefactory4u__librarymanagementsystem,qwen3:4b,user_goal_v4_scale_family,user_goal_v4,1,1,1.0,0.3333,,,Manage authors,Manage authors
usecase_v1_0103,knowledgefactory4u__librarymanagementsystem,qwen3:4b,user_goal_v4_scale_family,user_goal_v4,1,1,1.0,0.3158,,,Manage categories,Manage categories
usecase_v1_0104,knowledgefactory4u__librarymanagementsystem,qwen3:4b,user_goal_v4_scale_family,user_goal_v4,1,1,1.0,0.375,,,Manage publishers,Manage publishers
usecase_v1_0105,knowledgefactory4u__librarymanagementsystem,qwen3:4b,user_goal_v4_scale_family,user_goal_v4,0,0,0.2857,0.6,,,Export file,Export library data to CSV
usecase_v1_0106,SkyCascade__SkyLearn,qwen3:4b,user_goal_v4_scale_family,user_goal_v4,0,0,0.5,0.2609,,,Register student,Register account
usecase_v1_0107,SkyCascade__SkyLearn,qwen3:4b,user_goal_v4_scale_family,user_goal_v4,0,0,0.0,0.2353,,,View user detail,Manage profile and password
usecase_v1_0108,SkyCascade__SkyLearn,qwen3:4b,user_goal_v4_scale_family,user_goal_v4,0,0,0.5714,0.625,,,View school dashboard,View admin dashboard analytics
usecase_v1_0109,SkyCascade__SkyLearn,qwen3:4b,user_goal_v4_scale_family,user_goal_v4,0,0,0.8571,0.5714,,,Manage News & Events,Manage news and events
usecase_v1_0110,SkyCascade__SkyLearn,qwen3:4b,user_goal_v4_scale_family,user_goal_v4,0,0,0.8,0.3,,,Manage sessions,Manage academic sessions
usecase_v1_0111,SkyCascade__SkyLearn,qwen3:4b,user_goal_v4_scale_family,user_goal_v4,1,1,1.0,0.3158,,,Manage semesters,Manage semesters
usecase_v1_0112,SkyCascade__SkyLearn,qwen3:4b,user_goal_v4_scale_family,user_goal_v4,1,1,1.0,0.4444,,,Manage students,Manage students
usecase_v1_0113,SkyCascade__SkyLearn,qwen3:4b,user_goal_v4_scale_family,user_goal_v4,1,1,1.0,0.2105,,,Manage lecturers,Manage lecturers
usecase_v1_0114,SkyCascade__SkyLearn,qwen3:4b,user_goal_v4_scale_family,user_goal_v4,0,0,0.0,0.4706,,,Create parent,Manage parents
usecase_v1_0115,SkyCascade__SkyLearn,qwen3:4b,user_goal_v4_scale_family,user_goal_v4,1,1,1.0,0.3333,,,Manage programs,Manage programs
usecase_v1_0116,SkyCascade__SkyLearn,qwen3:4b,user_goal_v4_scale_family,user_goal_v4,0,0,0.0,0.125,,,Add course,Manage courses
usecase_v1_0117,SkyCascade__SkyLearn,qwen3:4b,user_goal_v4_scale_family,user_goal_v4,0,0,0.0,0.2727,,,Manage course allocations,Allocate courses to lecturers
usecase_v1_0118,SkyCascade__SkyLearn,qwen3:4b,user_goal_v4_scale_family,user_goal_v4,0,0,0.6667,0.4211,,,Manage course documentation,Upload course documentation
usecase_v1_0119,SkyCascade__SkyLearn,qwen3:4b,user_goal_v4_scale_family,user_goal_v4,0,0,0.75,0.0,,,Manage course video tutorials,Upload course video tutorials
usecase_v1_0120,SkyCascade__SkyLearn,qwen3:4b,user_goal_v4_scale_family,user_goal_v4,0,0,0.5714,0.3158,,,Register for courses,Register and drop courses
usecase_v1_0121,SkyCascade__SkyLearn,qwen3:4b,user_goal_v4_scale_family,user_goal_v4,0,0,0.6667,0.6957,,,Add student scores,Submit student scores
usecase_v1_0122,SkyCascade__SkyLearn,qwen3:4b,user_goal_v4_scale_family,user_goal_v4,0,0,0.5,0.4,,,View grade result,View grade and assessment results
usecase_v1_0123,SkyCascade__SkyLearn,qwen3:4b,user_goal_v4_scale_family,user_goal_v4,0,0,0.2,0.3158,,,View student result detail,Download registration form and result sheet
usecase_v1_0124,SkyCascade__SkyLearn,qwen3:4b,user_goal_v4_scale_family,user_goal_v4,0,1,0.6667,1.0,,,Manage quizzes,Create and manage quizzes
usecase_v1_0125,SkyCascade__SkyLearn,qwen3:4b,user_goal_v4_scale_family,user_goal_v4,0,1,0.75,0.7778,,,Create multiple-choice question,Create multiple-choice questions
usecase_v1_0126,SkyCascade__SkyLearn,qwen3:4b,user_goal_v4_scale_family,user_goal_v4,0,1,0.5,0.48,,,Take quiz,Take quiz and continue incomplete quiz
usecase_v1_0127,SkyCascade__SkyLearn,qwen3:4b,user_goal_v4_scale_family,user_goal_v4,0,0,0.25,0.2143,,,View quiz markings,Review and mark quiz sittings
usecase_v1_0128,SkyCascade__SkyLearn,qwen3:4b,user_goal_v4_scale_family,user_goal_v4,1,1,1.0,0.6316,,,View quiz progress,View quiz progress
usecase_v1_0129,SkyCascade__SkyLearn,qwen3:4b,user_goal_v4_scale_family,user_goal_v4,0,0,0.4,0.3529,,,Search results,Search learning content
usecase_v1_0130,SkyCascade__SkyLearn,qwen3:4b,user_goal_v4_scale_family,user_goal_v4,0,0,0.0,0.3333,,,Create invoice,Pay through payment gateway
usecase_v1_0131,SkyCascade__SkyLearn,qwen3:4b,user_goal_v4_scale_family,user_goal_v4,0,0,0.3333,0.4,,,Create invoice,Create and view invoices
usecase_v1_0132,adityagoyal222__django-lms,qwen3:4b,user_goal_v4_scale_family,user_goal_v4,0,0,0.0,0.0909,,,Create user,Sign up and authenticate
usecase_v1_0133,adityagoyal222__django-lms,qwen3:4b,user_goal_v4_scale_family,user_goal_v4,1,1,1.0,0.5263,,,Create course,Create course
usecase_v1_0134,adityagoyal222__django-lms,qwen3:4b,user_goal_v4_scale_family,user_goal_v4,0,0,0.5,0.5714,,,List courses,Browse courses
usecase_v1_0135,adityagoyal222__django-lms,qwen3:4b,user_goal_v4_scale_family,user_goal_v4,1,1,1.0,0.6667,,,Enroll in course,Enroll in course
usecase_v1_0136,adityagoyal222__django-lms,qwen3:4b,user_goal_v4_scale_family,user_goal_v4,0,0,0.8,0.5,,,Unenroll course,Unenroll from course
usecase_v1_0137,adityagoyal222__django-lms,qwen3:4b,user_goal_v4_scale_family,user_goal_v4,1,1,1.0,0.8,,,Create assignment,Create assignment
usecase_v1_0138,adityagoyal222__django-lms,qwen3:4b,user_goal_v4_scale_family,user_goal_v4,1,1,1.0,0.3158,,,Update assignment,Update assignment
usecase_v1_0139,adityagoyal222__django-lms,qwen3:4b,user_goal_v4_scale_family,user_goal_v4,1,1,1.0,0.5,,,Delete assignment,Delete assignment
usecase_v1_0140,adityagoyal222__django-lms,qwen3:4b,user_goal_v4_scale_family,user_goal_v4,1,1,1.0,0.7059,,,Submit assignment,Submit assignment
usecase_v1_0141,adityagoyal222__django-lms,qwen3:4b,user_goal_v4_scale_family,user_goal_v4,0,0,0.8,0.4444,,,Delete submission,Delete assignment submission
usecase_v1_0142,adityagoyal222__django-lms,qwen3:4b,user_goal_v4_scale_family,user_goal_v4,0,0,0.8,0.6667,,,Grade submission,Grade assignment submission
usecase_v1_0143,adityagoyal222__django-lms,qwen3:4b,user_goal_v4_scale_family,user_goal_v4,0,0,0.8,0.75,,,Create resource,Create course resource
usecase_v1_0144,adityagoyal222__django-lms,qwen3:4b,user_goal_v4_scale_family,user_goal_v4,0,0,0.8,0.5,,,Delete resource,Delete course resource
usecase_v1_0145,engripaye__library-management-system,qwen3:4b,user_goal_v4_scale_family,user_goal_v4,0,0,0.5,0.5333,,,Create book,Add book
usecase_v1_0146,engripaye__library-management-system,qwen3:4b,user_goal_v4_scale_family,user_goal_v4,1,1,1.0,0.3529,,,List books,List books
usecase_v1_0147,engripaye__library-management-system,qwen3:4b,user_goal_v4_scale_family,user_goal_v4,1,1,1.0,0.5333,,,Search books,Search books
usecase_v1_0148,engripaye__library-management-system,qwen3:4b,user_goal_v4_scale_family,user_goal_v4,1,1,1.0,0.6154,,,View book detail,View book detail
usecase_v1_0149,engripaye__library-management-system,qwen3:4b,user_goal_v4_scale_family,user_goal_v4,0,0,0.8,0.5263,,,Register user,Register library user
usecase_v1_0150,engripaye__library-management-system,qwen3:4b,user_goal_v4_scale_family,user_goal_v4,0,0,0.8,0.4615,,,List users,List library users
usecase_v1_0151,engripaye__library-management-system,qwen3:4b,user_goal_v4_scale_family,user_goal_v4,1,1,1.0,0.7619,,,Borrow book,Borrow book
usecase_v1_0152,engripaye__library-management-system,qwen3:4b,user_goal_v4_scale_family,user_goal_v4,0,0,0.4,0.6316,,,Return loan,Return borrowed book
usecase_v1_0153,AdityaKshettri__Student-Database-Management-System-using-JAVA-Spring-Boot,qwen3:4b,user_goal_v4_scale_family,user_goal_v4,0,0,0.4,0.5,,,Create student,Manage student records
usecase_v1_0154,AdityaKshettri__Student-Database-Management-System-using-JAVA-Spring-Boot,qwen3:4b,user_goal_v4_scale_family,user_goal_v4,0,0,0.0,0.3636,,,Create course,Manage courses
usecase_v1_0155,AdityaKshettri__Student-Database-Management-System-using-JAVA-Spring-Boot,qwen3:4b,user_goal_v4_scale_family,user_goal_v4,1,1,1.0,0.3704,,,Add course to student,Add course to student
usecase_v1_0156,AdityaKshettri__Student-Database-Management-System-using-JAVA-Spring-Boot,qwen3:4b,user_goal_v4_scale_family,user_goal_v4,0,0,0.8571,0.7143,,,Remove student course,Remove course from student
usecase_v1_0157,AdityaKshettri__Student-Database-Management-System-using-JAVA-Spring-Boot,qwen3:4b,user_goal_v4_scale_family,user_goal_v4,0,0,0.3333,0.5556,,,Create passport,Manage student passport details
usecase_v1_0158,AdityaKshettri__Student-Database-Management-System-using-JAVA-Spring-Boot,qwen3:4b,user_goal_v4_scale_family,user_goal_v4,0,0,0.4,0.7059,,,Create review,Add course review
usecase_v1_0159,AdityaKshettri__Student-Database-Management-System-using-JAVA-Spring-Boot,qwen3:4b,user_goal_v4_scale_family,user_goal_v4,0,0,0.8,0.6667,,,Remove review,Remove course review
usecase_v1_0160,mehmetpekdemir__Library-Management-System,qwen3:4b,user_goal_v4_scale_family,user_goal_v4,0,1,0.6667,0.4545,,,View books,List and view books
usecase_v1_0161,mehmetpekdemir__Library-Management-System,qwen3:4b,user_goal_v4_scale_family,user_goal_v4,1,1,1.0,0.9091,,,Search books,Search books
usecase_v1_0162,mehmetpekdemir__Library-Management-System,qwen3:4b,user_goal_v4_scale_family,user_goal_v4,1,1,1.0,0.3158,,,Create book,Create book
usecase_v1_0163,mehmetpekdemir__Library-Management-System,qwen3:4b,user_goal_v4_scale_family,user_goal_v4,1,1,1.0,0.381,,,Update book,Update book
usecase_v1_0164,mehmetpekdemir__Library-Management-System,qwen3:4b,user_goal_v4_scale_family,user_goal_v4,0,0,0.5,0.6154,,,Remove book,Delete book
usecase_v1_0165,mehmetpekdemir__Library-Management-System,qwen3:4b,user_goal_v4_scale_family,user_goal_v4,1,1,1.0,0.3333,,,Manage authors,Manage authors
usecase_v1_0166,mehmetpekdemir__Library-Management-System,qwen3:4b,user_goal_v4_scale_family,user_goal_v4,1,1,1.0,0.25,,,Manage categories,Manage categories
usecase_v1_0167,mehmetpekdemir__Library-Management-System,qwen3:4b,user_goal_v4_scale_family,user_goal_v4,1,1,1.0,0.25,,,Manage publishers,Manage publishers
